Unnamed: 0,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,personal_expenses,education_expenses,daily_essentials_expenses,discretionary_expenses
925,24,Female,Freshman,Biology,1287,239,3301,493,252,98,246,36,70,282,134,114,Mobile Payment App,204,3547,350,150
926,23,Female,Junior,Engineering,1391,362,4261,697,269,108,105,145,43,100,39,144,Cash,82,4366,377,289
927,23,Non-binary,Sophomore,Economics,1345,291,4809,686,173,132,229,115,40,207,63,57,Credit/Debit Card,103,5038,305,172
928,19,Non-binary,Junior,Computer Science,1344,825,3106,563,333,142,129,111,47,96,94,153,Cash,141,3235,475,264
929,23,Non-binary,Junior,Economics,779,708,3808,876,391,94,298,34,34,192,87,107,Mobile Payment App,121,4106,485,141
930,23,Female,Senior,Economics,1123,490,5507,932,370,141,233,91,61,258,139,187,Mobile Payment App,200,5740,511,278
931,22,Male,Senior,Economics,1038,686,4766,929,366,133,70,93,90,74,118,106,Credit/Debit Card,208,4836,499,199
932,22,Female,Senior,Computer Science,595,995,3971,572,111,79,291,24,71,244,61,198,Mobile Payment App,132,4262,190,222
933,25,Non-binary,Freshman,Engineering,1345,295,4585,621,285,101,270,115,55,211,55,107,Cash,110,4855,386,222
934,19,Non-binary,Junior,Computer Science,534,546,4102,520,371,196,106,75,56,239,45,122,Cash,101,4208,567,197
935,24,Non-binary,Senior,Computer Science,1176,326,4890,837,245,93,134,78,81,54,107,40,Cash,188,5024,338,118
936,20,Non-binary,Sophomore,Biology,836,105,5807,419,243,149,89,72,52,71,74,143,Mobile Payment App,126,5896,392,215
937,18,Female,Freshman,Biology,1047,15,4342,620,359,195,212,63,94,193,141,48,Credit/Debit Card,235,4554,554,111
938,24,Female,Sophomore,Engineering,865,907,5189,936,161,115,284,61,100,234,129,163,Mobile Payment App,229,5473,276,224
939,18,Non-binary,Junior,Psychology,1148,565,3353,613,218,159,271,92,67,235,122,186,Credit/Debit Card,189,3624,377,278
940,21,Female,Senior,Engineering,696,715,5238,710,195,133,98,54,66,294,41,197,Credit/Debit Card,107,5336,328,251
941,19,Female,Freshman,Economics,778,741,5664,558,398,171,183,71,52,148,83,138,Credit/Debit Card,135,5847,569,209
942,22,Non-binary,Senior,Psychology,1140,598,5623,665,278,183,236,110,22,238,194,22,Credit/Debit Card,216,5859,461,132
943,22,Female,Sophomore,Computer Science,557,351,3510,857,112,158,269,40,78,267,31,146,Cash,109,3779,270,186
944,24,Male,Sophomore,Computer Science,948,741,5923,954,265,181,81,59,71,216,157,33,Mobile Payment App,228,6004,446,92
945,24,Female,Freshman,Engineering,1249,574,4477,653,111,182,112,92,84,241,112,196,Mobile Payment App,196,4589,293,288
946,24,Non-binary,Sophomore,Economics,1092,988,4819,768,240,158,109,111,33,236,137,58,Credit/Debit Card,170,4928,398,169
947,20,Female,Junior,Computer Science,717,958,5667,447,304,194,95,71,49,193,94,103,Mobile Payment App,143,5762,498,174
948,19,Female,Sophomore,Computer Science,857,615,3851,487,255,95,287,31,46,299,93,74,Cash,139,4138,350,105
949,18,Non-binary,Senior,Biology,1021,581,4690,502,222,161,98,80,73,56,188,85,Credit/Debit Card,261,4788,383,165
950,22,Female,Sophomore,Psychology,1056,669,5378,596,278,179,223,47,87,135,55,51,Mobile Payment App,142,5601,457,98
951,25,Male,Freshman,Economics,758,387,4974,534,101,76,62,65,27,120,160,26,Credit/Debit Card,187,5036,177,91
952,21,Non-binary,Freshman,Economics,653,639,5045,496,336,84,236,115,34,220,169,125,Cash,203,5281,420,240
953,21,Male,Sophomore,Computer Science,643,218,4138,793,271,182,52,55,99,79,45,91,Credit/Debit Card,144,4190,453,146
954,25,Male,Freshman,Engineering,668,893,3446,653,347,88,276,73,95,73,152,35,Cash,247,3722,435,108
955,25,Female,Sophomore,Psychology,645,79,3830,940,249,63,69,61,40,74,76,75,Mobile Payment App,116,3899,312,136
956,20,Female,Senior,Psychology,1020,522,3874,408,150,162,168,129,98,255,138,174,Credit/Debit Card,236,4042,312,303
957,20,Non-binary,Junior,Computer Science,1128,458,5302,602,270,65,299,143,58,218,138,142,Cash,196,5601,335,285
958,22,Male,Senior,Economics,1186,650,4387,798,139,59,160,109,21,275,119,32,Mobile Payment App,140,4547,198,141
959,23,Female,Senior,Psychology,528,573,4286,889,209,136,149,105,80,151,46,73,Mobile Payment App,126,4435,345,178
960,25,Male,Senior,Computer Science,774,799,4397,629,163,75,183,39,33,54,136,125,Cash,169,4580,238,164
961,22,Male,Senior,Economics,1236,255,3954,600,274,115,84,55,23,297,31,39,Credit/Debit Card,54,4038,389,94
962,24,Non-binary,Sophomore,Biology,938,612,3797,928,190,65,79,111,45,196,113,171,Mobile Payment App,158,3876,255,282
963,22,Non-binary,Senior,Computer Science,1169,588,4110,508,104,159,242,30,78,105,163,195,Mobile Payment App,241,4352,263,225
964,25,Male,Freshman,Computer Science,1061,333,5826,949,250,138,158,57,20,265,193,103,Mobile Payment App,213,5984,388,160
965,24,Non-binary,Sophomore,Economics,514,158,3039,506,361,84,158,132,49,104,159,99,Cash,208,3197,445,231
966,19,Male,Junior,Engineering,1015,493,5435,827,369,147,121,87,49,289,121,74,Mobile Payment App,170,5556,516,161
967,18,Male,Junior,Computer Science,743,104,3493,726,223,105,96,73,37,275,158,75,Mobile Payment App,195,3589,328,148
968,21,Male,Sophomore,Engineering,913,70,4183,714,268,88,198,87,31,69,39,177,Cash,70,4381,356,264
969,24,Non-binary,Junior,Engineering,1142,946,4748,867,264,166,125,99,69,287,84,135,Credit/Debit Card,153,4873,430,234
970,25,Female,Senior,Psychology,868,670,3274,443,308,120,61,70,96,86,199,127,Mobile Payment App,295,3335,428,197
971,19,Non-binary,Sophomore,Engineering,1464,17,3939,490,357,87,131,97,67,168,87,135,Credit/Debit Card,154,4070,444,232
972,21,Female,Senior,Psychology,1260,617,4060,799,244,62,193,107,62,285,180,130,Cash,242,4253,306,237
973,19,Male,Junior,Computer Science,1326,817,5451,453,172,87,62,112,70,220,93,32,Cash,163,5513,259,144
974,18,Female,Senior,Computer Science,1219,671,4152,700,335,152,296,98,86,77,82,27,Cash,168,4448,487,125
975,19,Non-binary,Freshman,Computer Science,1038,823,5211,576,207,92,263,54,26,270,123,165,Credit/Debit Card,149,5474,299,219
976,25,Male,Junior,Biology,1418,510,3832,976,370,117,218,89,89,283,185,60,Mobile Payment App,274,4050,487,149
977,18,Female,Junior,Engineering,1385,13,4384,678,253,119,76,113,50,229,74,169,Mobile Payment App,124,4460,372,282
978,23,Female,Freshman,Computer Science,553,118,5030,960,304,135,212,105,54,147,118,183,Mobile Payment App,172,5242,439,288
979,20,Male,Senior,Economics,1013,227,4119,805,366,62,191,135,60,84,151,172,Mobile Payment App,211,4310,428,307
980,18,Non-binary,Senior,Engineering,1019,589,5357,828,247,65,112,58,92,170,30,126,Mobile Payment App,122,5469,312,184
981,24,Non-binary,Junior,Computer Science,669,7,4461,828,266,59,60,129,27,131,75,165,Credit/Debit Card,102,4521,325,294
982,19,Female,Freshman,Computer Science,933,698,4156,780,371,80,235,84,82,269,50,170,Mobile Payment App,132,4391,451,254
983,20,Female,Junior,Psychology,1166,671,3244,528,164,117,238,127,56,243,84,108,Cash,140,3482,281,235
984,25,Non-binary,Freshman,Economics,1197,652,4424,637,248,186,186,82,58,254,116,27,Mobile Payment App,174,4610,434,109
985,19,Female,Senior,Biology,973,695,4709,555,114,93,190,121,70,190,129,178,Cash,199,4899,207,299
986,23,Female,Junior,Computer Science,1381,696,4387,646,171,142,97,109,83,216,88,190,Cash,171,4484,313,299
987,22,Male,Junior,Psychology,1082,221,4524,533,276,131,242,109,21,217,49,182,Credit/Debit Card,70,4766,407,291
988,23,Male,Senior,Engineering,1160,168,3395,810,105,182,51,26,64,279,74,105,Cash,138,3446,287,131
989,22,Female,Junior,Computer Science,1011,753,3523,475,392,187,298,99,73,125,93,31,Cash,166,3821,579,130
990,20,Non-binary,Senior,Psychology,1412,155,5576,443,305,119,136,120,41,290,30,91,Mobile Payment App,71,5712,424,211
991,24,Non-binary,Junior,Psychology,1391,259,3572,755,136,55,86,62,66,187,153,23,Cash,219,3658,191,85
992,20,Male,Freshman,Economics,1293,672,5635,435,389,192,87,23,64,67,77,137,Credit/Debit Card,141,5722,581,160
993,20,Male,Freshman,Psychology,1380,594,3658,739,277,187,92,144,69,283,68,21,Mobile Payment App,137,3750,464,165
994,22,Male,Senior,Psychology,764,286,5430,589,387,61,68,46,96,86,46,85,Mobile Payment App,142,5498,448,131
995,22,Female,Senior,Biology,1346,520,3688,969,152,194,151,42,38,252,65,163,Cash,103,3839,346,205
996,19,Female,Senior,Biology,1407,560,3380,508,265,52,206,40,98,274,84,135,Mobile Payment App,182,3586,317,175
997,20,Male,Junior,Economics,957,393,3497,723,339,139,69,112,46,284,57,28,Mobile Payment App,103,3566,478,140
998,22,Non-binary,Senior,Economics,1174,612,3649,543,237,123,200,129,90,190,101,65,Mobile Payment App,191,3849,360,194
999,24,Non-binary,Sophomore,Computer Science,541,640,5965,609,270,191,215,139,43,281,88,145,Cash,131,6180,461,284
